,class_name,class_description,class_style,additional_class_style_info,word_count,unique_word_count,cleaned_text,Balance and Alignment,Stress Relief/Breath Techniques,Deep Relaxation/Mind Practice,Stretch and Release,Core and Strength,dominant_topic,dominant_topic_theme
248,Radiance Flow /Radiance Hour (Open Level) - (Vinyasa Yoga),"Radiance Flow /Radiance Hour (Open Level) - (Vinyasa Yoga) This class turns up the heat to radiant! It builds to a vigorous (medium to fast paced) flow and it includes some advanced asanas.  It is recommended that you have knowledge of the basic yoga postures in advance. Modifications are welcomed and will be offered, whether to make the poses more accessible or more challenging.  The practice gradually mellows out to finish with a blissful meditation and savasana.",vinyasa,flow,77,66,radiance radiance hour turn heat radiant build vigorous medium fast pace include advance asanas recommend knowledge basic advance modifications whether make accessible challenge gradually mellow finish blissful savasana,0.6848991,0.1381538,0.01370382,0.1496203,0.013622984,0,Balance and Alignment
249,Vinyasa Yoga,"Vinyasa Yoga classes are slower moving and offer a less vigorous flow between poses but an equal challenge of endurance, flexibility and strength to our Vinyasa Flow classes.",vinyasa,,28,26,slower less vigorous equal challenge endurance flexibility strength,0.04043945,0.040711567,0.04001538,0.5245152,0.3543184,3,Stretch and Release
250,VINYASA (60 or 75min),"Welcoming practitioners of various fitness & lifestyle routines, this medium intensity class seamlessly transitions you from one posture to the next working & stretching in equal measure arms, legs, hips, glutes, front & back body. Poses in this multi-level class are weaved together in a rhythmic manner through the incorporation of breath at every level of the practice. With no more than 3 postures to a side, the sequences are well balanced so as not to fatigue muscles and overload joints – thus keeping the mind vibrant and continuously aware of its potential.
Expect to feel the power of your breath while developing full body strength and stability.",vinyasa,,108,85,practitioners various fitness lifestyle routines medium intensity seamlessly transition next stretch equal measure arm legs hips glut front back body multi weave together rhythmic manner incorporation breath 3 side sequence well balance fatigue muscle overload joint thus keep mind vibrant continuously aware potential expect feel power breath develop full body strength stability,0.26245725,0.008655707,0.18557093,0.13652125,0.40679488,4,Core and Strength
251,Community Class,This vinyasa based Community Yoga Class is taught by rotating instructors who are graduates from Kala's Yoga Teacher Training or new yoga teachers on our amazing Work Exchange Team! These classes are offered on a donation basis to the community. It's a great way to allow a space for all to practice and for aspiring yoga teachers to blossom in their teaching skills!,yoga,community,63,52,base community rotate instructors graduate kala train amaze exchange team donation basis community great way allow space aspire blossom skills,0.029212112,0.029116996,0.5372083,0.20723307,0.19722947,2,Deep Relaxation/Mind Practice
252,Vinyasa Yoga,Mixed Level - Vinyasa Yoga will help you find the space between poses while retaining the rhythm of a flow yoga class.,vinyasa,,22,21,mix help find space retain rhythm,0.41985896,0.45876887,0.04050467,0.040508572,0.040358897,1,Stress Relief/Breath Techniques
253,Community Karma Class,"Vinyasa Flow!
We're excited to announce a series of classes in our space to support our beloved community🕊
'Community is when people begin to care about one another, sharing things that are important to one another. Yoga is one of those things

The community class celebrates our diverse community coming together for a higher purpose, a deeper meaning, and for a more profound goal in life—and that is consciousness.
As a studio, donations are appreciated to help keep the lights on, provide a safe space for everyone in the community, and help support positive change.",karma,community,95,66,excite announce space support beloved community community care another share things important another things community celebrate diverse community come together higher purpose deeper mean profound goal life consciousness studio donations appreciate help keep light safe space everyone community help support positive change,0.013768897,0.6134293,0.3455875,0.013502527,0.01371177,1,Stress Relief/Breath Techniques
254,Community Classes,"Practice Traditional Hot or Hot Vinyasa for only $12 in one of our Community Classes! Choose the “$12 Community Class” option when you book online. If you have an unlimited package, you can also book these classes with it.",yoga,community,39,34,traditional 12 community choose 12 community option book online unlimited package book,0.100355044,0.1004155,0.59679914,0.10000192,0.10242842,2,Deep Relaxation/Mind Practice
255,Vinyasa,"This energizing class emphasizes proper alignment and breath work as we move through sun salutations and vinyasa (flow). Each class offers a unique sequence to either highlight certain muscle groups or to accommodate a central focus; be it arm balances, inversions, or backbends. Modifications are always offered so that the fun can be shared by yogis of all levels.",vinyasa,,59,53,energize emphasize proper alignment breath sun salutations unique sequence either highlight certain muscle group accommodate central focus arm balance inversions backbends modifications always fun share yogis,0.43488118,0.012540147,0.012639174,0.16692778,0.37301168,0,Balance and Alignment
256,Vinyasa,"Vinyasa yoga strings poses (asanas) and breath (pranayama) together into a fluid sequence of movements. Focus is not solely on the poses but on the transitions between poses as well. The fluidity of Vinyasa can help bring practitioners into a flow state, where the entire mind is absorbed in the present activity. This practice increases flexibility, strength and balance while reducing stress and increasing mental clarity.",vinyasa,,66,53,string asanas breath together fluid sequence movements focus solely transition well fluidity help bring practitioners state entire mind absorb present activity increase flexibility strength balance reduce stress increase mental clarity,0.107530974,0.3453992,0.23257579,0.008885381,0.3056087,1,Stress Relief/Breath Techniques
257,Evening Vinyasa Flow,"Unwind from your day and shed excess tension with this fluid, open level practice. This class will mobilize the body with creative vinyasa sequencing, then calm and balance the nervous system with a soothing and restful finish. This class is for practitioners of all levels.",vinyasa,flow,45,38,unwind shed excess tension fluid mobilize body creative sequence calm balance nervous soothe restful finish practitioners,0.34494007,0.028693961,0.5684278,0.02916439,0.028773814,2,Deep Relaxation/Mind Practice
258,Evening Creative Vinyasa Flow,End your day with this fun and vibrant traditional vinyasa flow. You'll blend traditional technique with creative sequencing to keep your practice fresh and versatile! All levels are welcome.,vinyasa,flow,29,25,end fun vibrant traditional blend traditional technique creative sequence keep fresh versatile,0.022301521,0.022246577,0.91052586,0.022299519,0.022626566,2,Deep Relaxation/Mind Practice
259,Vinyasa Flow,"Vinyasa Flow classes are faster moving classes, you will move with music from one pose to another.",vinyasa,flow,17,17,faster music another,0.10020031,0.5964257,0.10238335,0.10000313,0.10098749,1,Stress Relief/Breath Techniques
260,Vinyasa,"An all-levels vinyasa class, linking deep breaths to mindful body movements. This class is offered by donation; you will not be charged when signing up. Donations will be accepted at the door.",vinyasa,,32,30,link deep breaths mindful body movements donation charge sign donations accept door,0.04072336,0.040056475,0.8382038,0.040690266,0.040326137,2,Deep Relaxation/Mind Practice
261,Vinyasa Flow,"In Vinyasa Flow, we focus on cultivating breath and movement in an approachable and fun series of flows. The class will build strength and flexibility in your physical body while unleashing your inner bliss. Heated Vinyasa Flow classes use infrared radiant heat panels to make the room feel about 90 degrees, while non-heated classes are about 75-80 degrees. Come see all that yoga has to offer you!",vinyasa,flow,67,58,focus cultivate breath approachable fun build strength flexibility physical body unleash inner bliss heat use infrared radiant heat panel make feel 90 degrees non heat 75 80 degrees come see,0.12881055,0.0114753125,0.011234759,0.011337365,0.837142,4,Core and Strength
262,Vinyasa yoga,"Vinyasa yoga is a sequence of postures that aims to tone the muscles, calm the mind, and strengthen the spirit. It is a dynamic sequences where poses flow into one another while synchronizing the breath with the movements. This practice aims at a continuous flow rather than holding the postures for extended period of time, relieving stress and expanding mindfulness.",vinyasa,,60,47,sequence aim tone muscle calm mind strengthen spirit dynamic sequence another synchronize breath movements aim continuous rather hold extend period relieve stress expand mindfulness,0.014543793,0.014929153,0.5201111,0.20364878,0.24676718,2,Deep Relaxation/Mind Practice
263,Vinyasa Yoga,"Vinyasa Yoga is known for its fluid and dynamic practice, seamlessly using one’s breath to flow from one posture to the next. Every sequence presents a diverse variety of poses, and no two classes are alike. Every teacher creates unique sequences depending on the intent of the class. Some Vinyasa sequences focus on alignment, some open up specific chakras, some are energizing, and some are relaxing. Vinyasa is for you if you don’t like routine but still love to test your body’s physical boundaries. We always play music to keep things lively and set you into the mood for yoga. This class is perfect for beginners!",vinyasa,,106,80,know fluid dynamic seamlessly use breath next sequence present diverse variety two alike create unique sequence depend intent sequence focus alignment specific chakras energize relax like routine still love test body physical boundaries always play music keep things lively mood perfect beginners,0.009020423,0.008949349,0.4805859,0.3561527,0.14529158,2,Deep Relaxation/Mind Practice
264,Vinyasa flow,"Open up with the Atmananda sequence, a body of knowledge experienced through Hatha, Ashtanga, and alignment based yoga to create a Vinyasa flow. Open and refresh the body with seven groups of asanas and seventy one powerful poses, while protecting yourself though proper placement of hands and feet to maintain correct alignment. Starting with sun salutations to warm up, going through various hip openers to release tension, forward bends to fire digestion, back bends to open the heart, arm balances to tone and strengthen the body and inversions to reverse gravity. Movement begins with the breath bringing awareness to our body’s vital energy, Prana. Our breath brings attention to detail and is the foundation of a healthy Yoga practice. Health is wealth, so a consistent sequence focused on proper alignment is our method.",vinyasa,flow,133,93,atmananda sequence body knowledge experience alignment base create refresh body seven group asanas seventy powerful protect though proper placement hand feet maintain correct alignment sun salutations warm various hip openers release tension forward bend fire digestion back bend heart arm balance tone strengthen body inversions reverse gravity breath bring awareness body vital energy prana breath bring attention detail foundation healthy health wealth consistent sequence focus proper alignment method,0.35928982,0.006540462,0.28897908,0.13554081,0.20964982,0,Balance and Alignment
265,Vinyasa Flow,"Get ready to sweat in this focused and challenging 60 minute The Yoga Common Signature Flow. Designed to elevate the heart rate, build stamina and strengthen the body and the mind. Discover the magic and awe in moving the body, testing its limits, using the physical as a tool to transcend into the spiritual and intangible.
Our Vinyasa Flow is an intermediate level class - a basic understanding of yoga postures is recommended.",vinyasa,flow,73,58,ready sweat focus challenge 60 common signature design elevate heart rate build stamina strengthen body mind discover magic awe body test limit use physical tool transcend spiritual intangible intermediate basic understand recommend,0.34588438,0.12035181,0.012643462,0.012852301,0.50826806,4,Core and Strength
266,Bhakti Vinyasa Yoga Flow,"This class explores the devotional essence of yoga by connecting the breath to the mind, body, and soul through physical movement. Yoga asana (postures), philosophy, pranayama (breathing techniques), mantra meditation (transcending the mind), mudras (hand gestures that evoke meaning), and devotional chants and songs to raise your vibration are elements of this 75 minute class. This dynamic, invigorating class is an alignment and fluid vinyasa based practice for students who have a foundation and understanding of the poses and language. This is a great opportunity for moving, breathing, opening, and exploring your personal depths and limits.",vinyasa,flow,96,74,explore devotional essence connect breath mind body soul physical philosophy breathe techniques mantra transcend mind mudras hand gesture evoke mean devotional chant songs raise vibration elements 75 dynamic invigorate alignment fluid base foundation understand language great opportunity breathe explore personal depths limit,0.1230091,0.39078853,0.010740097,0.46480626,0.010655994,3,Stretch and Release
267,Slow Flow Vinyasa Yoga,"In this relaxed breath to movement practice, we will focus on restoring our nervous system by exploring conscious breath techniques, moving with awareness, and slowing down to find nourishment. Meditative elements will be infused to harmonize our physical, mental, emotional, and energetic systems. This all levels class is open to all practitioners.",vinyasa,flow,52,44,relax breath focus restore nervous explore conscious breath techniques awareness slow find nourishment meditative elements infuse harmonize physical mental emotional energetic systems practitioners,0.21644667,0.33541715,0.42562005,0.01132936,0.011186735,2,Deep Relaxation/Mind Practice
268,Vinyasa Flow,"Studio located in the heart of Greenpoint at 738 Manhattan Ave.
Vinyasa flow, essential oil, singing bowl - the symbiosis of the atmosphere will immerse you in the wonderful world of harmony and relaxation.

Your mental and physical condition will recover and you will feel a surge of strength for a productive week.",vinyasa,flow,53,40,studio locate heart greenpoint 738 manhattan ave essential oil sing bowl symbiosis atmosphere immerse wonderful world harmony relaxation mental physical condition recover feel surge strength productive week,0.018943425,0.01862602,0.24289174,0.019311972,0.70022684,4,Core and Strength
269,Vinyasa Flow,"Open up your physical body with a warm up of fluid movements, a series of stretches, and joint mobilizations. Bring focus to your subtle body through a moderately paced, mindful slow vinyasa flow, finishing with restorative back bends and forward bends to nourish and replenish the body.",vinyasa,flow,47,36,physical body warm fluid movements stretch joint mobilizations bring focus subtle body moderately pace mindful slow finish restorative back bend forward bend nourish replenish body,0.016159182,0.015775725,0.5902157,0.36205298,0.015796432,2,Deep Relaxation/Mind Practice
270,HOT VINYASA FLOW,"Upper Body Toning

This 60-minute vinyasa class is vigorous, combining upper body strength, flexibility and cardio and are designed for students of all levels. Postures are linked together and move smoothly from one pose into the next. You will develop core strength, upper body strength, flexibility in the shoulders, legs and spine plus improved concentration in this class. This class is set to music. Room temperature is approximately 95 degrees. ",vinyasa,flow,70,55,upper body tone 60 vigorous combine upper body strength flexibility cardio design link together smoothly next develop core strength upper body strength flexibility shoulder legs spine plus improve concentration music temperature approximately 95 degrees,0.011643592,0.01141713,0.19411905,0.01173145,0.77108884,4,Core and Strength
271,VINYASA FLOW,"Less holding and more flow, our vinyasa classes tap into grace and strength as your body enjoys a full range of motion. No heat is needed as the constant flow with your breath will help you to find your heat! (Unheated)",vinyasa,flow,41,37,less hold tap grace strength body enjoy full range motion heat need constant breath help find heat unheated,0.58400065,0.35993108,0.018537829,0.018780172,0.018750317,0,Balance and Alignment
272,VINYASA FLOW,"Vinyasa is often called flow yoga. Like a moving meditation, this style of yoga is performed by linking together several postures and movements in relation to the breath. This creates a flowing sequence that invokes a feeling of connection through seamless transitions.",vinyasa,flow,42,38,often call like perform link together several movements relation breath create sequence invoke feel connection seamless transition,0.018378323,0.018433006,0.92620593,0.018485395,0.01849739,2,Deep Relaxation/Mind Practice
273,Bill's long-Asana Vinyasa Flow,"Did you ever feel like your yoga practice was too short and that you simply wanted more? If yes, then this class is the one for you. Join Llamaste Founder Bill as he guides you through a 75 minute sequence incorporating breath, movement, and relaxation.
You will begin with a guided meditation where Bill introduces breath and slow body movement to warm you up, preparing you for the your vinyasa sequence as you power through a series of postures igniting your mind, body and spirit as you increase your flexibility, tone your core and work up a sweat. You will also have the opportunity to work on your inversion practice.

We end off in a relaxing cooling down sequence leading you to your savasana, which will leave you feeling both relaxed and recharged.",vinyasa,flow,133,94,ever feel like short simply want yes join llamaste founder bill guide 75 sequence incorporate breath relaxation guide bill introduce breath slow body warm prepare sequence power ignite mind body spirit increase flexibility tone core sweat opportunity inversion end relax cool sequence lead savasana leave feel relax recharge,0.0063565257,0.0063220263,0.6286831,0.08899809,0.26964024,2,Deep Relaxation/Mind Practice
274,flow (vinyasa),"Vinyasa is a Sanskrit word that means 'to place' (nyasa) 'in a special or sacred way' (vi). Essentially it means to move between poses thoughtfully. Staying present in body and breath.What does that mean for The Corner? Creative sequencing by your favorite teachers, sharing their favorite ways to move in this practice. Find the teachers who speak to you as you explore our schedule. One movement, one breath – sure some; long holds and breathe – that too! We show up for you exactly as you are. All welcome - always. Guarantees: options, autonomy, connection, room for play in your practice.",vinyasa,flow,101,81,sanskrit word mean place nyasa special sacred way vi essentially mean thoughtfully stay present body breath mean corner creative sequence favorite share favorite ways find speak explore schedule breath sure long hold breathe show exactly always guarantee options autonomy connection play,0.012673402,0.45370522,0.15738127,0.36343926,0.012800878,1,Stress Relief/Breath Techniques
275,Gentle Vinyasa,"With a gentle touch, this class offers a dynamic flowing sequence to energize and awaken the mind and body - emphasizing pranayama (breath work), marrying physical asana (pose) with the breath, focusing alignment, and practicing compassion for one’s self. New and experienced yogis alike, seeking a slower more relaxed practice, are welcome!",vinyasa,gentle / slow,52,46,gentle touch dynamic sequence energize awaken mind body emphasize breath marry physical breath focus alignment compassion self experience yogis alike seek slower relax,0.25631028,0.012830786,0.24308617,0.4751662,0.012606567,3,Stretch and Release
276,GENTLE VINYASA - IN-PERSON,"Turn your attention inward as you link your movement to your breath. The class begins with a slow, gentle warm up to and prepare your body for mindful movements in class.",vinyasa,gentle / slow,31,27,turn attention inward link breath slow gentle warm prepare body mindful movements,0.020439638,0.020145897,0.91848534,0.020835616,0.020093497,2,Deep Relaxation/Mind Practice
277,Warm Vinyasa,"This class is perfect for those curious about hot yoga but feel intimidated by the hot room. Explore the body-mind-breath connection while flowing from one posture to another. At 95º F, the room is slightly cooler than during typical hot yoga classes, but participants will still experience many of the benefits of a heated practice.",vinyasa,hot yoga / bikram,55,46,perfect curious feel intimidate explore body mind breath connection another 95 f slightly cooler typical participants still experience benefit heat,0.3420448,0.020643141,0.596534,0.020461801,0.020316193,2,Deep Relaxation/Mind Practice
278,Hot Vinyasa,"Hot Vinyasa is an all levels class that will inspire the beginner and challenge those with an established practice. Be prepared to sweat, move and adventure into a deeper relationship with your body and a more profound relationship with life itself. The room is heated to 95-99 degrees. (All levels, but not recommended for brand new beginners and those who do not like the heated room.)",vinyasa,hot yoga / bikram,66,52,inspire challenge establish prepare sweat adventure deeper relationship body profound relationship life heat 95 99 degrees recommend brand beginners like heat,0.4690645,0.16217197,0.01546396,0.01580294,0.33749664,0,Balance and Alignment
279,Hot Vinyasa Flow,"Our Hot Vinyasa Flow takes you through yoga postures that are linked together and guided with breath. The sequence is different each time but will always build progressively through the class. Generally an athletic practice, this class is practiced using blocks and props as needed making it accessible to a beginner.",vinyasa,hot yoga / bikram,51,48,link together guide breath sequence different always build progressively generally athletic use block prop need make accessible,0.013703565,0.16460544,0.23507605,0.57278425,0.013830655,3,Stretch and Release
280,Hot Vinyasa,"80-90 degrees or Unheated (will say on schedule). 60 minutes. All levels.

Feel fully and breathe deeply as you link up breath, body, and movement with this grounding flow. Open to all levels.",vinyasa,hot yoga / bikram,33,31,80 90 degrees unheated say schedule 60 minutes feel fully breathe deeply link breath body ground,0.38208067,0.23102051,0.33551273,0.025494417,0.02589166,0,Balance and Alignment
281,Power Hour (intermediate),"Breath, meditation, and movement - all you need packed into one sweet hour! Come take a strong Vinyasa-style class designed to get you moving and break a sweat. Prior yoga experience is strongly advised.",yoga,,34,31,breath need pack sweet hour come strong design break sweat prior experience strongly advise,0.6557897,0.12999403,0.022464447,0.022827744,0.16892405,0,Balance and Alignment
282,Intermediate Vinyasa Yoga,"Ready to explore? In this 75 minute class, we'll practice familiar standing postures and fluid sequences, as well as tools and techniques that prepare the body for inversions, hand balances, backbends and seated postures. We'll use the extra time together for self practice, a deeper savasana, and a bit more connection to the subtle shifts that come along with a long term practice. An ongoing vinyasa yoga practice is recommended for this class.",vinyasa,,73,59,ready explore 75 familiar stand fluid sequence well tool techniques prepare body inversions hand balance backbends seat use extra together self deeper savasana bite connection subtle shift come along long term ongoing recommend,0.4562366,0.33067548,0.19039848,0.011329244,0.011360241,0,Balance and Alignment
283,VINYASA-LEVEL 2,"This class provides a full spectrum, upbeat practice to music. “Vinyasa” literally means to link. Vinyasa yoga provides an opportunity for the student to link the heart, mind, and body by transitioning with intention, from one asana to the next. The class will move at a steady pace, building internal heat while following the guide of the breath.

Level 2 Geared to the mid level/experienced practitioners. Expect more refined alignment, longer holds, faster pacing at times, options for inversions, options for arm balances. Have a basic understanding of the names of the poses and vinyasa movements.",vinyasa,,96,74,full spectrum upbeat music literally mean link opportunity link heart mind body transition intention next steady pace build internal heat follow guide breath 2 gear mid experience practitioners expect refine alignment longer hold faster pace options inversions options arm balance basic understand name movements,0.7340837,0.052954134,0.20026772,0.0063594375,0.0063350145,0,Balance and Alignment
284,Sunrise Yoga 45: Vinyasa Yoga,"Start your day with this invigorating, open level practice. Sunrise 45: Vinyasa Yoga is designed to energize the body, deepen the breath, and warm you from the inside out, all in less than an hour! Props and chairs are available for variations. All are welcome!",vinyasa,,45,41,invigorate sunrise 45 design energize body deepen breath warm inside less hour prop chair available variations,0.7373029,0.025037233,0.025397051,0.18715832,0.025104485,0,Balance and Alignment
285,Creative Morning Vinyasa Flow,Grow and strengthen your practice with this fun and vibrant traditional vinyasa flow. You'll blend traditional technique with creative sequencing to keep your practice fresh and versatile!,vinyasa,flow,27,21,grow strengthen fun vibrant traditional blend traditional technique creative sequence keep fresh versatile,0.022322644,0.022251213,0.6578355,0.022549044,0.27504164,2,Deep Relaxation/Mind Practice
286,Slow Vinyasa,Classic Vinyasa at a slower pace (see below for Classic Vinyasa).,vinyasa,gentle / slow,11,10,classic slower pace see classic,0.07129804,0.06738122,0.06672348,0.727775,0.066822276,3,Stretch and Release
287,Classic Vinyasa,"Get invigorated in a moderately paced class that links breath to movement, with attention to placement and technique. Strong and sweaty, this class is robust for the yogi athlete in you. Expect a decent number of downward dogs, standing postures, arm balances, and inversions to build heat and cleanse the mind and body.",vinyasa,,53,43,invigorate moderately pace link breath attention placement technique strong sweaty robust yogi athlete expect decent number downward dog stand arm balance inversions build heat cleanse mind body,0.73564386,0.012604733,0.22649214,0.012631534,0.012627693,0,Balance and Alignment
288,Yoga In Forest Park,"Take your yoga practice outdoors with a fun and energetic Vinyasa class in Forest Park. Feel the sun on your skin, the breeze in your hair and the grass under your feet as you flow through the poses. You will build strength, become more flexible, and feel energized. (This class is typically offered during the warmer months.)",yoga,equipment / environment,57,46,outdoors fun energetic forest park feel sun skin breeze hair grass feet build strength become flexible feel energize typically warmer months,0.24484073,0.022418378,0.022597304,0.022366475,0.6877771,4,Core and Strength
289,Vinyasa,"This particular class helps build a strong core from which one can transition into new positions and exercises. This flow centers around control and precision, with a diversity of exercises and modifications to suit a wide range of levels from beginner to advanced. With this class, you will learn and practice the tools needed to lead a healthy and fit lifestyle, while also remaining mindful in every act you perform. Great for when your feeling active and want more of an energized workout.",vinyasa,,83,68,particular help build strong core transition position center around control precision diversity modifications suit wide range advance tool need lead healthy fit lifestyle remain mindful act perform great feel active want energize workout,0.26955995,0.010896156,0.21211135,0.27055857,0.23687394,3,Stretch and Release
290,"Power Vinyasa 
(advanced)","Prior Yoga experience required. This class is perfect for those looking to deepen their practice and bring it to the next level. You will build confidence by practicing inversions and handstands against the wall. A constant flow with synchronizing breath and movement, this class builds heat and is sure to make you sweat.",vinyasa,power,53,45,prior experience require perfect look deepen bring next build confidence inversions handstands wall constant synchronize breath build heat sure make sweat,0.55732024,0.014690319,0.014847587,0.15344638,0.25969547,0,Balance and Alignment
291,Powerful Vinyasa,"The focus of this class is to unite the breath with the movement of the body through an intentionally sequenced series of postures. In this class, you can expect an intense and rewarding challenge for the mind and the body. Classes will often focus on working up to a “peak posture.”",vinyasa,power,51,40,focus unite breath body intentionally sequence expect intense reward challenge mind body often focus peak,0.21257201,0.025400795,0.025640655,0.7110707,0.025315776,3,Stretch and Release
292,Power Vinyasa,"Radiate energy with fun vinyasa sequences that strengthen and open your body through fast-paced, total-body flows. Power Vinyasa is a full-body experience that will not only develop your athleticism but also provide the mental benefits of a breath-based practice. This plan is a great choice for intermediate yogis looking to build strength and be challenged by high-energy flows. Briohny’s focus on Ujjayi breath linked with continuous movement keeps the mind and body present on the mat.

These classes encourage you to explore your limits and challenge your practice through dynamic and continuous flows that build strength and increase endurance.",vinyasa,power,99,75,radiate energy fun sequence strengthen body fast pace total body power full body experience develop athleticism mental benefit breath base plan great choice intermediate yogis look build strength challenge high energy briohny focus ujjayi breath link continuous keep mind body present mat encourage explore limit challenge dynamic continuous build strength increase endurance,0.026087858,0.006033492,0.08793021,0.2879586,0.5919898,4,Core and Strength
293,Power Vinyasa,"Put down your salad or your sandwich and head on over to Llamaste for kicka** power vinyasa flow! This 45 minute sequence will ignite your mind-body and tone your core as you move through high intensity based postures and sequencing to work up a sweat, shape the entire body and get you all charged up as you power through the rest of your day. All levels are welcome.",vinyasa,power,68,53,put salad sandwich head llamaste kicka power 45 sequence ignite mind body tone core high intensity base sequence sweat shape entire body charge power rest,0.014474095,0.014354843,0.16738029,0.014491151,0.78929967,4,Core and Strength
294,Power Vinyasa - Rise and Shine Flow,"This class will help you create an upbeat morning routine that sets you up for your happiest day. You'll begin with some gentle breath work and stretches, then gear up your body with an invigorating flow - in just 45 minutes giving you time to go home, shower up and prepare for the day! Expect to sweat, get some air time, and feel energized from head to toe!",vinyasa,flow,68,55,help create upbeat morning routine happiest gentle breath stretch gear body invigorate 45 minutes give home shower prepare expect sweat air feel energize head toe,0.42912254,0.014746892,0.014585585,0.2496033,0.29194167,0,Balance and Alignment
295,Sound Healing Vinyasa,Connect to the power inside of you in this Vinyasa-based (movement with breath) practice. Learn how to use the tools of Nadam Yoga (yoga of sound) to uplift your mood and shift your vibration from the inside out.,vinyasa,sound,38,30,connect power inside base breath use tool nadam sound uplift mood shift vibration inside,0.02880308,0.028594006,0.5515503,0.02941488,0.36163768,2,Deep Relaxation/Mind Practice
296,VINYASA FLOW - IN-PERSON,Turn your attention inward as you link your movement to your breath. Work up a sweat as you move through a dynamic series of postures. Open/Intermediate level.,vinyasa,flow,27,22,turn attention inward link breath sweat dynamic intermediate,0.03374165,0.033402923,0.68804574,0.033875875,0.21093386,2,Deep Relaxation/Mind Practice
297,Vinyasa Yoga,Vinyasa yoga is all about connecting the breath to the ​movement; when in doubt remember the breath ignites the ​pose. During a Vinyasa practice can inner heat may arise in ​the body as you flow from one asana (pose) to the next.,vinyasa,,42,34,connect breath doubt remember breath ignite inner heat arise body next,0.031039553,0.029167622,0.028919028,0.8809201,0.029953701,3,Stretch and Release
298,Vinyasa Flow,"Join this open level Yoga class as it takes you through a traditional Vinyasa Flow, balance the body and quiet the mind. You'll blend traditional technique with creative sequencing and pranayama breath work to keep your practice fresh and versatile! All levels are welcome.",vinyasa,flow,44,40,join traditional balance body quiet mind blend traditional technique creative sequence breath keep fresh versatile,0.019282412,0.018501865,0.9251356,0.018311609,0.018768491,2,Deep Relaxation/Mind Practice
299,Vinyasa + Yin,"Unheated. 75-90minutes (will say on schedule). Intermediate/Advanced.

A vigorous vinyasa sequence that is a complete practice. The sequence includes arm meridian stretching, vinyasa flow variations, strength building, opportunities for inversions, and time to travel deeper into traditional postures, backbending, forward folding and more. The journey within is the practice. ",vinyasa,yin,49,43,unheated 75 90minutes say schedule intermediate advance vigorous sequence complete sequence include arm meridian stretch variations strength build opportunities inversions travel deeper traditional backbending forward fold journey within,0.8408129,0.014467022,0.014735508,0.11512801,0.014856551,0,Balance and Alignment
300,Yin Yoga,"Yin Yoga is known as the yoga of Joint and Bone - A slow paced class perfect for sore bodies, runners, athletes, and those who crave a deep relaxing practice. Prepare to dig deep and discover parts of the mind and body you didn't know existed.",yin,,46,40,know joint bone slow pace perfect sore body runners athletes crave deep relax prepare dig deep discover part mind body know exist,0.10646948,0.016874967,0.8429431,0.016907595,0.016804907,2,Deep Relaxation/Mind Practice
301,Hot Yin Yoga (for beginners),"Go on an a vast inward journey, exploring the physical, emotional and psychological sensations unleashed when your body stays in a posture for several minutes at a time. Savor each pose, most of which are done sitting or lying down on your mat. The room is only heated to 95º F and feels like a typical Summer day.",yin,hot yoga / bikram,58,52,vast inward journey explore physical emotional psychological sensations unleash body stay several minutes savor sit lie mat heat 95 f feel like typical summer,0.020661835,0.5375029,0.020242255,0.020581497,0.4010115,1,Stress Relief/Breath Techniques
302,Release & Recharge  (for beginners),Time for selfcare! This class combines three soothing and therapeutic yoga practices. Yin Yoga uses long holds to release tension trapped deep in the body. Restorative Yoga uses blankets and bolsters for support and stability. Yoga Nidra is a guided meditation done lying down to achieve a state of deep relaxation.,yin,nidra,51,42,selfcare combine three soothe therapeutic use long hold release tension trap deep body restorative use blanket bolster support stability guide lie achieve state deep relaxation,0.01181172,0.011821937,0.8555767,0.10892563,0.01186398,2,Deep Relaxation/Mind Practice
303,Yin-Yang Mantra,"Duality becomes unity - start with a series of long-held passive poses to stretch sore muscles and open joints. Once our bodies and minds are made open we begin to explore more active movements, squeezing muscle around bone to pull the body together and reintroduce life as heat within the body - poses requiring a greater range of motion become accessible - and end in collective song. How deep do you want to go?",yin,yang yin,74,60,duality become unity long hold passive stretch sore muscle joint body mind make explore active movements squeeze muscle around bone pull body together reintroduce life heat within body require greater range motion become accessible end collective song deep want,0.09670936,0.11521055,0.18385302,0.2292541,0.37497294,4,Core and Strength
304,Yin & Flow  (for beginners),"Enjoy the meditative qualities of Yin Yoga and the energizing sequences of Vinyasa in the same class. During Yin portion of class, body weight and gravity are used to ease muscles into deep streches. In the Flow portion, a dynamic series of asanas will improve strength and endurance. Feel rejuvenated inside and out!",yin,foundations,53,43,enjoy meditative qualities energize sequence portion body weight gravity use ease muscle deep streches portion dynamic asanas improve strength endurance feel rejuvenate inside,0.012727288,0.012602256,0.63441575,0.012676922,0.32757783,2,Deep Relaxation/Mind Practice
305,Yin,"This class works deeply into the connective tissue and joints of the hips, pelvis, and lower spine. Through extended hold of postures find length, space and relaxation.  Let it allll go.",yin,,31,27,deeply connective tissue joint hips pelvis lower spine extend hold find length space relaxation let allll,0.025589058,0.16512892,0.758567,0.025459396,0.025255615,2,Deep Relaxation/Mind Practice
